customer_id,company_name,industry,company_size,signup_date,country,contact_email,days_since_signup,months_since_signup
cust_000228,GrowthCo 228,Consulting,SMB (1-50),2022-01-10,UK,contact228@techcorp.com,1315,43.19973718791064
cust_000229,SaasMaster 229,Retail,Enterprise (500+),2025-03-02,Germany,contact229@saasmaster.com,168,5.519053876478318
cust_000230,DevTools Inc 230,Technology,Enterprise (500+),2025-03-08,Australia,contact230@cloudfirst.com,162,5.321944809461235
cust_000231,CloudFirst 231,Education,Enterprise (500+),2022-02-06,UK,contact231@cloudtech.com,1288,42.31274638633377
cust_000232,InnovateLab 232,Education,SMB (1-50),2023-03-06,France,contact232@startuphub.com,895,29.402102496714846
cust_000233,DevTools Inc 233,Manufacturing,Enterprise (500+),2024-10-29,US,contact233@dataflow inc.com,292,9.592641261498029
cust_000234,GrowthCo 234,Media,SMB (1-50),2022-05-15,France,contact234@growthco.com,1190,39.09329829172142
cust_000235,SaasMaster 235,Technology,Enterprise (500+),2024-08-17,Germany,contact235@techcorp.com,365,11.990801576872535
cust_000236,DataFlow Inc 236,Healthcare,Enterprise (500+),2024-04-19,US,contact236@cloudfirst.com,485,15.932982917214192
cust_000237,CloudTech 237,Retail,Enterprise (500+),2024-11-20,Canada,contact237@dataflow inc.com,270,8.869908015768726
cust_000238,DataFlow Inc 238,Retail,SMB (1-50),2023-11-24,Canada,contact238@scaleworks.com,632,20.76215505913272
cust_000239,CloudTech 239,Manufacturing,Mid-Market (51-500),2022-10-01,Germany,contact239@cloudfirst.com,1051,34.526938239159
cust_000240,InnovateLab 240,Media,Mid-Market (51-500),2023-04-11,Germany,contact240@dataflow inc.com,859,28.21944809461235
cust_000241,SaasMaster 241,Consulting,Enterprise (500+),2023-06-15,Germany,contact241@startuphub.com,794,26.084099868593952
cust_000242,TechCorp 242,Media,Enterprise (500+),2022-12-06,Australia,contact242@cloudtech.com,985,32.35873850197109
cust_000243,InnovateLab 243,Healthcare,Mid-Market (51-500),2024-09-21,Australia,contact243@cloudtech.com,330,10.840998685939553
cust_000244,CloudFirst 244,Consulting,Mid-Market (51-500),2024-09-15,US,contact244@cloudtech.com,336,11.038107752956636
cust_000245,DataFlow Inc 245,Manufacturing,Enterprise (500+),2023-12-09,Germany,contact245@growthco.com,617,20.269382391590014
cust_000246,TechCorp 246,Finance,SMB (1-50),2024-12-09,Canada,contact246@techcorp.com,251,8.245729303547963
cust_000247,InnovateLab 247,Finance,Mid-Market (51-500),2025-03-23,US,contact247@startuphub.com,147,4.829172141918528
cust_000248,CloudTech 248,Technology,SMB (1-50),2023-07-27,France,contact248@innovatelab.com,752,24.704336399474375
cust_000249,GrowthCo 249,Manufacturing,Enterprise (500+),2025-02-21,Australia,contact249@growthco.com,177,5.814717477003942
cust_000250,ScaleWorks 250,Manufacturing,SMB (1-50),2022-02-13,Canada,contact250@saasmaster.com,1281,42.08278580814717
cust_000251,DataFlow Inc 251,Retail,Mid-Market (51-500),2022-04-21,France,contact251@cloudfirst.com,1214,39.88173455978975
cust_000252,TechCorp 252,Manufacturing,Enterprise (500+),2022-04-04,UK,contact252@cloudfirst.com,1231,40.44021024967148
cust_000253,TechCorp 253,Manufacturing,Enterprise (500+),2022-02-03,Canada,contact253@saasmaster.com,1291,42.41130091984231
cust_000254,SaasMaster 254,Technology,Enterprise (500+),2023-11-17,Canada,contact254@saasmaster.com,639,20.992115637319316
cust_000255,SaasMaster 255,Technology,Enterprise (500+),2023-04-08,Canada,contact255@growthco.com,862,28.318002628120894
cust_000256,CloudTech 256,Technology,SMB (1-50),2025-08-04,Australia,contact256@innovatelab.com,13,0.42706964520367935
cust_000257,CloudFirst 257,Retail,Mid-Market (51-500),2022-06-06,Germany,contact257@startuphub.com,1168,38.370565045992116
cust_000258,ScaleWorks 258,Technology,Enterprise (500+),2024-12-31,France,contact258@techcorp.com,229,7.522996057818659
cust_000259,TechCorp 259,Healthcare,Mid-Market (51-500),2025-08-13,UK,contact259@dataflow inc.com,4,0.1314060446780552
cust_000260,CloudTech 260,Manufacturing,Enterprise (500+),2022-12-22,France,contact260@scaleworks.com,969,31.83311432325887
cust_000261,StartupHub 261,Manufacturing,Enterprise (500+),2022-02-22,Germany,contact261@growthco.com,1272,41.78712220762155
cust_000262,StartupHub 262,Finance,Mid-Market (51-500),2023-03-27,Australia,contact262@techcorp.com,874,28.71222076215506
cust_000263,StartupHub 263,Consulting,Mid-Market (51-500),2024-12-18,Canada,contact263@techcorp.com,242,7.9500657030223385
cust_000264,StartupHub 264,Technology,Mid-Market (51-500),2024-07-30,Canada,contact264@cloudtech.com,383,12.582128777923783
cust_000265,GrowthCo 265,Finance,SMB (1-50),2024-06-25,France,contact265@dataflow inc.com,418,13.731931668856767
cust_000266,StartupHub 266,Healthcare,SMB (1-50),2022-04-09,UK,contact266@cloudfirst.com,1226,40.27595269382392
cust_000267,DevTools Inc 267,Consulting,Mid-Market (51-500),2024-08-05,Germany,contact267@saasmaster.com,377,12.3850197109067
cust_000268,CloudFirst 268,Education,Enterprise (500+),2024-12-10,Germany,contact268@cloudtech.com,250,8.21287779237845
cust_000269,DataFlow Inc 269,Education,Mid-Market (51-500),2022-06-15,France,contact269@cloudtech.com,1159,38.07490144546649
cust_000270,DataFlow Inc 270,Consulting,Mid-Market (51-500),2023-10-13,US,contact270@saasmaster.com,674,22.141918528252297
cust_000271,DataFlow Inc 271,Healthcare,SMB (1-50),2022-08-19,Canada,contact271@techcorp.com,1094,35.939553219448094
cust_000272,DataFlow Inc 272,Consulting,Enterprise (500+),2024-12-30,Germany,contact272@dataflow inc.com,230,7.555847568988173
cust_000273,SaasMaster 273,Technology,Enterprise (500+),2024-05-18,France,contact273@dataflow inc.com,456,14.98028909329829
cust_000274,GrowthCo 274,Finance,SMB (1-50),2025-08-10,Australia,contact274@innovatelab.com,7,0.22996057818659657
cust_000275,CloudFirst 275,Consulting,Mid-Market (51-500),2022-06-10,UK,contact275@cloudfirst.com,1164,38.23915900131406
cust_000276,ScaleWorks 276,Healthcare,SMB (1-50),2025-04-08,Canada,contact276@innovatelab.com,131,4.303547963206308
cust_000277,TechCorp 277,Retail,Mid-Market (51-500),2022-05-08,Australia,contact277@cloudtech.com,1197,39.32325886990802
cust_000278,CloudTech 278,Consulting,SMB (1-50),2022-07-28,Australia,contact278@growthco.com,1116,36.662286465177395
cust_000279,InnovateLab 279,Finance,SMB (1-50),2022-02-09,Germany,contact279@techcorp.com,1285,42.21419185282523
cust_000280,CloudFirst 280,Retail,Enterprise (500+),2025-07-22,Australia,contact280@saasmaster.com,26,0.8541392904073587
cust_000281,InnovateLab 281,Media,Enterprise (500+),2023-07-02,France,contact281@cloudtech.com,777,25.52562417871222
cust_000282,GrowthCo 282,Finance,Enterprise (500+),2023-09-10,Germany,contact282@cloudfirst.com,707,23.226018396846253
cust_000283,CloudTech 283,Consulting,SMB (1-50),2024-12-16,UK,contact283@cloudtech.com,244,8.015768725361367
cust_000284,InnovateLab 284,Consulting,Mid-Market (51-500),2022-05-24,Germany,contact284@dataflow inc.com,1181,38.797634691195796
cust_000285,TechCorp 285,Finance,Mid-Market (51-500),2023-12-12,Australia,contact285@scaleworks.com,614,20.17082785808147
cust_000286,InnovateLab 286,Finance,Enterprise (500+),2023-01-12,Canada,contact286@cloudfirst.com,948,31.143232588699078
cust_000287,TechCorp 287,Technology,Mid-Market (51-500),2022-07-16,UK,contact287@saasmaster.com,1128,37.056504599211564
cust_000288,CloudFirst 288,Manufacturing,SMB (1-50),2022-11-15,Canada,contact288@innovatelab.com,1006,33.04862023653088
cust_000289,CloudTech 289,Technology,Mid-Market (51-500),2022-01-22,Canada,contact289@cloudtech.com,1303,42.80551905387647
cust_000290,TechCorp 290,Healthcare,Enterprise (500+),2023-04-15,Australia,contact290@startuphub.com,855,28.088042049934295
cust_000291,GrowthCo 291,Education,Enterprise (500+),2023-06-28,Canada,contact291@devtools inc.com,781,25.657030223390276
cust_000292,GrowthCo 292,Retail,Mid-Market (51-500),2023-02-08,Australia,contact292@techcorp.com,921,30.256241787122207
cust_000293,InnovateLab 293,Healthcare,SMB (1-50),2024-01-24,Canada,contact293@startuphub.com,571,18.758212877792378
cust_000294,DevTools Inc 294,Healthcare,SMB (1-50),2022-10-14,US,contact294@saasmaster.com,1038,34.09986859395532
cust_000295,SaasMaster 295,Retail,Mid-Market (51-500),2022-08-01,US,contact295@innovatelab.com,1112,36.530880420499344
cust_000296,SaasMaster 296,Healthcare,Mid-Market (51-500),2022-03-31,UK,contact296@growthco.com,1235,40.57161629434954
cust_000297,CloudFirst 297,Consulting,SMB (1-50),2022-01-07,UK,contact297@growthco.com,1318,43.29829172141918
cust_000298,DataFlow Inc 298,Technology,Enterprise (500+),2022-01-07,US,contact298@growthco.com,1318,43.29829172141918
cust_000299,CloudTech 299,Finance,SMB (1-50),2022-08-06,Canada,contact299@growthco.com,1107,36.366622864651774
cust_000300,DevTools Inc 300,Technology,Enterprise (500+),2022-02-04,Canada,contact300@techcorp.com,1290,42.3784494086728
cust_000301,SaasMaster 301,Media,Enterprise (500+),2022-10-27,US,contact301@techcorp.com,1025,33.67279894875164
cust_000302,CloudTech 302,Media,SMB (1-50),2023-04-30,Canada,contact302@growthco.com,840,27.59526938239159
cust_000303,DataFlow Inc 303,Consulting,Mid-Market (51-500),2022-11-05,Germany,contact303@devtools inc.com,1016,33.37713534822602
cust_000304,SaasMaster 304,Finance,Enterprise (500+),2022-10-12,UK,contact304@startuphub.com,1040,34.16557161629435
cust_000305,TechCorp 305,Education,Enterprise (500+),2024-04-16,UK,contact305@techcorp.com,488,16.031537450722734
cust_000306,SaasMaster 306,Media,Mid-Market (51-500),2022-12-09,US,contact306@innovatelab.com,982,32.26018396846255
cust_000307,TechCorp 307,Education,Enterprise (500+),2023-09-27,Canada,contact307@growthco.com,690,22.667542706964518
cust_000308,DevTools Inc 308,Healthcare,Mid-Market (51-500),2025-03-14,Australia,contact308@cloudfirst.com,156,5.124835742444152
cust_000309,DevTools Inc 309,Healthcare,SMB (1-50),2022-12-28,Canada,contact309@scaleworks.com,963,31.636005256241784
cust_000310,InnovateLab 310,Finance,Enterprise (500+),2022-12-30,US,contact310@innovatelab.com,961,31.57030223390276
cust_000311,GrowthCo 311,Media,SMB (1-50),2024-11-13,France,contact311@cloudfirst.com,277,9.099868593955321
cust_000312,ScaleWorks 312,Finance,SMB (1-50),2025-06-17,UK,contact312@devtools inc.com,61,2.0039421813403417
cust_000313,DevTools Inc 313,Manufacturing,SMB (1-50),2022-06-09,Germany,contact313@innovatelab.com,1165,38.272010512483575
cust_000314,StartupHub 314,Technology,Enterprise (500+),2024-12-08,Canada,contact314@growthco.com,252,8.278580814717477
cust_000315,InnovateLab 315,Manufacturing,Enterprise (500+),2023-10-10,Germany,contact315@growthco.com,677,22.24047306176084
cust_000316,SaasMaster 316,Education,Enterprise (500+),2024-10-16,Australia,contact316@startuphub.com,305,10.019710906701707
cust_000317,StartupHub 317,Consulting,Enterprise (500+),2024-01-03,Canada,contact317@devtools inc.com,592,19.44809461235217
cust_000318,CloudFirst 318,Finance,SMB (1-50),2024-10-26,US,contact318@dataflow inc.com,295,9.69119579500657
cust_000319,DevTools Inc 319,Media,Mid-Market (51-500),2023-10-11,UK,contact319@scaleworks.com,676,22.207621550591327
cust_000320,ScaleWorks 320,Consulting,Mid-Market (51-500),2022-05-28,Australia,contact320@cloudtech.com,1177,38.66622864651774
cust_000321,CloudTech 321,Finance,Mid-Market (51-500),2025-07-27,France,contact321@saasmaster.com,21,0.6898817345597897
cust_000322,DevTools Inc 322,Finance,Mid-Market (51-500),2023-01-02,Canada,contact322@cloudtech.com,958,31.471747700394218
cust_000323,CloudTech 323,Education,Mid-Market (51-500),2023-04-20,Canada,contact323@dataflow inc.com,850,27.92378449408673
cust_000324,CloudFirst 324,Technology,SMB (1-50),2025-06-30,France,contact324@dataflow inc.com,48,1.5768725361366622
cust_000325,DataFlow Inc 325,Consulting,SMB (1-50),2025-08-10,France,contact325@techcorp.com,7,0.22996057818659657
cust_000326,ScaleWorks 326,Technology,Enterprise (500+),2023-02-25,France,contact326@scaleworks.com,904,29.69776609724047
cust_000327,CloudFirst 327,Finance,Enterprise (500+),2023-11-19,Canada,contact327@devtools inc.com,637,20.92641261498029
cust_000328,CloudFirst 328,Media,Mid-Market (51-500),2022-12-03,Australia,contact328@innovatelab.com,988,32.45729303547963
cust_000329,ScaleWorks 329,Finance,Enterprise (500+),2023-01-18,Germany,contact329@cloudfirst.com,942,30.946123521681997
cust_000330,SaasMaster 330,Retail,Enterprise (500+),2023-04-12,UK,contact330@cloudtech.com,858,28.18659658344284
cust_000331,ScaleWorks 331,Finance,SMB (1-50),2023-08-10,Germany,contact331@scaleworks.com,738,24.24441524310118
cust_000332,TechCorp 332,Consulting,Mid-Market (51-500),2023-02-21,France,contact332@devtools inc.com,908,29.829172141918527
cust_000333,GrowthCo 333,Healthcare,Mid-Market (51-500),2024-02-22,US,contact333@innovatelab.com,542,17.805519053876477
cust_000334,TechCorp 334,Manufacturing,Mid-Market (51-500),2023-09-01,UK,contact334@techcorp.com,716,23.52168199737188
cust_000335,GrowthCo 335,Technology,Enterprise (500+),2024-11-13,Canada,contact335@techcorp.com,277,9.099868593955321
cust_000336,ScaleWorks 336,Technology,Mid-Market (51-500),2023-01-29,Canada,contact336@cloudfirst.com,931,30.584756898817343
cust_000337,CloudTech 337,Media,Enterprise (500+),2022-10-13,UK,contact337@devtools inc.com,1039,34.13272010512483
cust_000338,TechCorp 338,Manufacturing,Mid-Market (51-500),2024-08-31,UK,contact338@innovatelab.com,351,11.530880420499342
cust_000339,ScaleWorks 339,Finance,SMB (1-50),2023-04-18,US,contact339@techcorp.com,852,27.989487516425754
cust_000340,DevTools Inc 340,Consulting,SMB (1-50),2023-01-18,Germany,contact340@innovatelab.com,942,30.946123521681997
cust_000341,ScaleWorks 341,Technology,Enterprise (500+),2024-03-26,France,contact341@devtools inc.com,509,16.72141918528252
cust_000342,InnovateLab 342,Education,Enterprise (500+),2022-03-17,Canada,contact342@scaleworks.com,1249,41.03153745072273
cust_000343,SaasMaster 343,Finance,Enterprise (500+),2025-01-06,Germany,contact343@devtools inc.com,223,7.3258869908015765
cust_000344,InnovateLab 344,Finance,SMB (1-50),2022-04-07,France,contact344@scaleworks.com,1228,40.34165571616294
cust_000345,InnovateLab 345,Consulting,Enterprise (500+),2023-07-13,Germany,contact345@cloudtech.com,766,25.164257555847566
cust_000346,DataFlow Inc 346,Media,SMB (1-50),2023-10-17,France,contact346@techcorp.com,670,22.010512483574242
cust_000347,DevTools Inc 347,Healthcare,SMB (1-50),2022-07-29,US,contact347@scaleworks.com,1115,36.629434954007884
cust_000348,TechCorp 348,Consulting,Mid-Market (51-500),2022-07-01,US,contact348@innovatelab.com,1143,37.54927726675427
cust_000349,StartupHub 349,Finance,Enterprise (500+),2024-05-08,Canada,contact349@cloudfirst.com,466,15.308804204993429
cust_000350,TechCorp 350,Retail,Mid-Market (51-500),2022-03-06,Germany,contact350@saasmaster.com,1260,41.39290407358738
cust_000351,SaasMaster 351,Manufacturing,Enterprise (500+),2025-03-19,France,contact351@innovatelab.com,151,4.9605781865965834
cust_000352,GrowthCo 352,Education,SMB (1-50),2024-08-26,Canada,contact352@dataflow inc.com,356,11.695137976346912
cust_000353,GrowthCo 353,Manufacturing,Mid-Market (51-500),2024-04-07,Australia,contact353@startuphub.com,497,16.327201051248355
cust_000354,DevTools Inc 354,Education,SMB (1-50),2025-06-17,US,contact354@cloudtech.com,61,2.0039421813403417
cust_000355,GrowthCo 355,Media,Enterprise (500+),2023-03-23,France,contact355@startuphub.com,878,28.843626806833115
cust_000356,GrowthCo 356,Consulting,SMB (1-50),2022-12-06,US,contact356@innovatelab.com,985,32.35873850197109
cust_000357,StartupHub 357,Finance,Enterprise (500+),2024-11-30,Australia,contact357@startuphub.com,260,8.541392904073588
cust_000358,DevTools Inc 358,Healthcare,Mid-Market (51-500),2023-09-29,Australia,contact358@cloudtech.com,688,22.601839684625492
cust_000359,DataFlow Inc 359,Media,Enterprise (500+),2023-08-03,US,contact359@cloudfirst.com,745,24.47437582128778
cust_000360,SaasMaster 360,Retail,Enterprise (500+),2025-03-11,UK,contact360@dataflow inc.com,159,5.223390275952694
cust_000361,ScaleWorks 361,Manufacturing,Mid-Market (51-500),2022-11-20,France,contact361@cloudfirst.com,1001,32.88436268068331
cust_000362,SaasMaster 362,Technology,Mid-Market (51-500),2024-11-23,UK,contact362@innovatelab.com,267,8.771353482260183
cust_000363,TechCorp 363,Media,Enterprise (500+),2025-07-15,Australia,contact363@saasmaster.com,33,1.0840998685939554
cust_000364,CloudFirst 364,Media,SMB (1-50),2023-10-01,Australia,contact364@techcorp.com,686,22.536136662286463
cust_000365,DevTools Inc 365,Education,Enterprise (500+),2023-04-10,France,contact365@devtools inc.com,860,28.252299605781864
cust_000366,DevTools Inc 366,Healthcare,Enterprise (500+),2023-01-20,Canada,contact366@cloudtech.com,940,30.880420499342968
cust_000367,DataFlow Inc 367,Manufacturing,Enterprise (500+),2022-10-08,US,contact367@saasmaster.com,1044,34.2969776609724
cust_000368,CloudFirst 368,Media,Mid-Market (51-500),2023-09-14,France,contact368@cloudfirst.com,703,23.0946123521682
cust_000369,CloudFirst 369,Media,Mid-Market (51-500),2022-03-17,France,contact369@startuphub.com,1249,41.03153745072273
cust_000370,CloudTech 370,Finance,Mid-Market (51-500),2022-03-05,Australia,contact370@dataflow inc.com,1261,41.4257555847569
cust_000371,SaasMaster 371,Media,Enterprise (500+),2022-04-22,France,contact371@saasmaster.com,1213,39.84888304862024
cust_000372,GrowthCo 372,Consulting,SMB (1-50),2024-11-10,Australia,contact372@cloudtech.com,280,9.198423127463863
cust_000373,SaasMaster 373,Technology,Enterprise (500+),2024-03-02,UK,contact373@dataflow inc.com,533,17.509855453350852
cust_000374,InnovateLab 374,Healthcare,Mid-Market (51-500),2023-01-30,France,contact374@devtools inc.com,930,30.55190538764783
cust_000375,ScaleWorks 375,Consulting,SMB (1-50),2024-04-12,Germany,contact375@devtools inc.com,492,16.16294349540079
cust_000376,ScaleWorks 376,Media,SMB (1-50),2022-02-28,Australia,contact376@cloudfirst.com,1266,41.59001314060447
cust_000377,StartupHub 377,Healthcare,Mid-Market (51-500),2022-09-11,Germany,contact377@dataflow inc.com,1071,35.183968462549274
cust_000378,CloudFirst 378,Finance,Enterprise (500+),2022-06-20,France,contact378@scaleworks.com,1154,37.91064388961892
cust_000379,CloudFirst 379,Media,SMB (1-50),2022-03-31,Canada,contact379@growthco.com,1235,40.57161629434954
cust_000380,DataFlow Inc 380,Technology,SMB (1-50),2025-03-26,Germany,contact380@dataflow inc.com,144,4.730617608409987
cust_000381,SaasMaster 381,Technology,SMB (1-50),2024-01-03,Germany,contact381@dataflow inc.com,592,19.44809461235217
cust_000382,StartupHub 382,Technology,SMB (1-50),2024-03-20,Canada,contact382@growthco.com,515,16.918528252299605
cust_000383,StartupHub 383,Media,Enterprise (500+),2025-05-19,Australia,contact383@devtools inc.com,90,2.9566360052562417
cust_000384,GrowthCo 384,Technology,SMB (1-50),2023-03-02,Canada,contact384@dataflow inc.com,899,29.5335085413929
cust_000385,ScaleWorks 385,Media,SMB (1-50),2023-04-30,France,contact385@growthco.com,840,27.59526938239159
cust_000386,StartupHub 386,Manufacturing,Enterprise (500+),2022-10-02,France,contact386@saasmaster.com,1050,34.49408672798948
cust_000387,GrowthCo 387,Finance,SMB (1-50),2024-05-25,UK,contact387@techcorp.com,449,14.750328515111695
cust_000388,InnovateLab 388,Media,SMB (1-50),2022-05-26,Canada,contact388@innovatelab.com,1179,38.73193166885677
cust_000389,DataFlow Inc 389,Manufacturing,Mid-Market (51-500),2023-04-18,Canada,contact389@saasmaster.com,852,27.989487516425754
cust_000390,DevTools Inc 390,Media,Enterprise (500+),2023-05-23,US,contact390@cloudfirst.com,817,26.839684625492772
cust_000391,InnovateLab 391,Education,SMB (1-50),2025-02-06,Australia,contact391@scaleworks.com,192,6.307490144546649
cust_000392,ScaleWorks 392,Manufacturing,SMB (1-50),2023-12-09,Australia,contact392@cloudfirst.com,617,20.269382391590014
cust_000393,DataFlow Inc 393,Consulting,SMB (1-50),2024-04-21,France,contact393@devtools inc.com,483,15.867279894875164
cust_000394,StartupHub 394,Media,Mid-Market (51-500),2022-10-14,Canada,contact394@growthco.com,1038,34.09986859395532
cust_000395,InnovateLab 395,Technology,SMB (1-50),2023-12-23,UK,contact395@cloudtech.com,603,19.80946123521682
cust_000396,CloudTech 396,Education,Enterprise (500+),2024-08-14,UK,contact396@techcorp.com,368,12.089356110381077
cust_000397,ScaleWorks 397,Consulting,SMB (1-50),2023-04-30,UK,contact397@techcorp.com,840,27.59526938239159
cust_000398,CloudTech 398,Healthcare,SMB (1-50),2022-06-20,Australia,contact398@saasmaster.com,1154,37.91064388961892
cust_000399,DataFlow Inc 399,Finance,Enterprise (500+),2024-10-20,UK,contact399@devtools inc.com,301,9.888304862023652
cust_000400,SaasMaster 400,Media,Mid-Market (51-500),2022-08-05,UK,contact400@techcorp.com,1108,36.399474375821285
cust_000401,StartupHub 401,Finance,SMB (1-50),2024-09-11,France,contact401@saasmaster.com,340,11.169513797634691
cust_000402,SaasMaster 402,Healthcare,Enterprise (500+),2024-07-04,US,contact402@cloudfirst.com,409,13.436268068331144
cust_000403,CloudFirst 403,Healthcare,SMB (1-50),2025-02-23,Germany,contact403@cloudfirst.com,175,5.7490144546649145
cust_000404,TechCorp 404,Media,Mid-Market (51-500),2025-07-12,Canada,contact404@dataflow inc.com,36,1.1826544021024967
cust_000405,GrowthCo 405,Manufacturing,Enterprise (500+),2023-04-19,UK,contact405@cloudfirst.com,851,27.95663600525624
cust_000406,StartupHub 406,Retail,Enterprise (500+),2023-09-21,UK,contact406@innovatelab.com,696,22.864651773981603
cust_000407,DataFlow Inc 407,Education,Enterprise (500+),2022-08-15,Canada,contact407@techcorp.com,1098,36.070959264126145
cust_000408,DevTools Inc 408,Healthcare,SMB (1-50),2023-11-24,Canada,contact408@growthco.com,632,20.76215505913272
cust_000409,SaasMaster 409,Education,SMB (1-50),2022-10-14,Germany,contact409@growthco.com,1038,34.09986859395532
cust_000410,InnovateLab 410,Retail,SMB (1-50),2022-01-11,Australia,contact410@growthco.com,1314,43.16688567674113
cust_000411,DataFlow Inc 411,Media,Enterprise (500+),2024-06-02,Australia,contact411@cloudtech.com,441,14.487516425755585
cust_000412,SaasMaster 412,Media,SMB (1-50),2023-05-19,US,contact412@dataflow inc.com,821,26.971090670170828
cust_000413,SaasMaster 413,Healthcare,Mid-Market (51-500),2022-01-31,France,contact413@techcorp.com,1294,42.50985545335085
cust_000414,CloudFirst 414,Technology,Enterprise (500+),2024-02-25,Australia,contact414@cloudtech.com,539,17.706964520367936
cust_000415,InnovateLab 415,Media,Mid-Market (51-500),2025-03-12,UK,contact415@innovatelab.com,158,5.19053876478318
cust_000416,DataFlow Inc 416,Healthcare,SMB (1-50),2022-08-14,Germany,contact416@innovatelab.com,1099,36.10381077529566
cust_000417,DevTools Inc 417,Technology,Mid-Market (51-500),2025-03-20,UK,contact417@growthco.com,150,4.92772667542707
cust_000418,StartupHub 418,Media,Mid-Market (51-500),2024-07-24,Australia,contact418@saasmaster.com,389,12.779237844940866
cust_000419,SaasMaster 419,Manufacturing,Mid-Market (51-500),2022-01-14,Australia,contact419@innovatelab.com,1311,43.068331143232584
cust_000420,GrowthCo 420,Education,Enterprise (500+),2022-10-13,Germany,contact420@devtools inc.com,1039,34.13272010512483
cust_000421,CloudFirst 421,Education,Enterprise (500+),2022-07-14,France,contact421@innovatelab.com,1130,37.12220762155059
cust_000422,GrowthCo 422,Retail,SMB (1-50),2024-05-27,Germany,contact422@startuphub.com,447,14.684625492772668
cust_000423,SaasMaster 423,Consulting,SMB (1-50),2023-03-01,France,contact423@dataflow inc.com,900,29.566360052562416
cust_000424,SaasMaster 424,Media,Mid-Market (51-500),2025-01-21,US,contact424@techcorp.com,208,6.83311432325887
cust_000425,TechCorp 425,Healthcare,Mid-Market (51-500),2024-12-22,Canada,contact425@innovatelab.com,238,7.818659658344283
cust_000426,InnovateLab 426,Finance,SMB (1-50),2022-06-19,Australia,contact426@cloudtech.com,1155,37.943495400788436
cust_000427,GrowthCo 427,Finance,Mid-Market (51-500),2023-11-06,US,contact427@startuphub.com,650,21.353482260183966
cust_000428,SaasMaster 428,Education,Mid-Market (51-500),2024-07-21,France,contact428@cloudtech.com,392,12.877792378449408
cust_000429,DataFlow Inc 429,Consulting,Enterprise (500+),2025-03-19,US,contact429@devtools inc.com,151,4.9605781865965834
cust_000430,InnovateLab 430,Healthcare,SMB (1-50),2024-08-13,Canada,contact430@innovatelab.com,369,12.12220762155059
cust_000431,StartupHub 431,Retail,Mid-Market (51-500),2023-10-20,Australia,contact431@devtools inc.com,667,21.911957950065702
cust_000432,DataFlow Inc 432,Manufacturing,SMB (1-50),2024-08-02,UK,contact432@growthco.com,380,12.483574244415243
cust_000433,SaasMaster 433,Media,SMB (1-50),2022-09-27,France,contact433@cloudtech.com,1055,34.65834428383705
cust_000434,SaasMaster 434,Manufacturing,Mid-Market (51-500),2022-07-07,France,contact434@saasmaster.com,1137,37.352168199737186
cust_000435,StartupHub 435,Technology,Mid-Market (51-500),2023-07-23,Germany,contact435@techcorp.com,756,24.83574244415243
cust_000436,StartupHub 436,Media,Enterprise (500+),2023-06-29,US,contact436@innovatelab.com,780,25.62417871222076
cust_000437,TechCorp 437,Finance,Enterprise (500+),2023-10-13,US,contact437@scaleworks.com,674,22.141918528252297
cust_000438,GrowthCo 438,Consulting,Mid-Market (51-500),2023-02-17,Australia,contact438@cloudtech.com,912,29.96057818659658
cust_000439,CloudTech 439,Consulting,SMB (1-50),2023-04-02,Canada,contact439@saasmaster.com,868,28.515111695137975
cust_000440,StartupHub 440,Manufacturing,Enterprise (500+),2022-10-17,Australia,contact440@innovatelab.com,1035,34.00131406044678
cust_000441,CloudFirst 441,Retail,Enterprise (500+),2022-01-29,Canada,contact441@dataflow inc.com,1296,42.57555847568988
cust_000442,ScaleWorks 442,Finance,SMB (1-50),2024-11-15,Australia,contact442@techcorp.com,275,9.034165571616294
cust_000443,StartupHub 443,Consulting,SMB (1-50),2025-04-27,US,contact443@devtools inc.com,112,3.679369250985545
cust_000444,DataFlow Inc 444,Healthcare,Enterprise (500+),2023-10-15,France,contact444@dataflow inc.com,672,22.07621550591327
cust_000445,CloudTech 445,Retail,Mid-Market (51-500),2023-08-04,France,contact445@scaleworks.com,744,24.441524310118265
cust_000446,ScaleWorks 446,Retail,Enterprise (500+),2023-01-29,Australia,contact446@scaleworks.com,931,30.584756898817343
cust_000447,SaasMaster 447,Retail,Enterprise (500+),2022-09-01,US,contact447@growthco.com,1081,35.51248357424441
cust_000448,DevTools Inc 448,Media,Mid-Market (51-500),2024-03-28,Australia,contact448@innovatelab.com,507,16.655716162943495
cust_000449,CloudTech 449,Media,SMB (1-50),2024-01-10,France,contact449@cloudfirst.com,585,19.21813403416557
cust_000450,CloudTech 450,Consulting,Enterprise (500+),2025-01-24,US,contact450@growthco.com,205,6.734559789750328
cust_000451,SaasMaster 451,Education,SMB (1-50),2025-07-12,Australia,contact451@scaleworks.com,36,1.1826544021024967
cust_000452,InnovateLab 452,Retail,SMB (1-50),2023-12-20,Canada,contact452@techcorp.com,606,19.90801576872536
cust_000453,SaasMaster 453,Manufacturing,SMB (1-50),2024-05-27,Australia,contact453@dataflow inc.com,447,14.684625492772668
cust_000454,GrowthCo 454,Technology,SMB (1-50),2022-12-21,UK,contact454@devtools inc.com,970,31.865965834428383
