transaction_id,customer_id,subscription_id,transaction_date,transaction_type,amount,plan_id,description,year,month,year_month,quarter,annualized_amount
txn_cust_000091_11,cust_000091,sub_cust_000091_1,2024-07-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,7,2024-07,3,290.0
txn_cust_000091_12,cust_000091,sub_cust_000091_1,2024-08-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,8,2024-08,3,290.0
txn_cust_000091_13,cust_000091,sub_cust_000091_1,2024-09-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,9,2024-09,3,290.0
txn_cust_000091_14,cust_000091,sub_cust_000091_1,2024-10-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,10,2024-10,4,290.0
txn_cust_000091_15,cust_000091,sub_cust_000091_1,2024-11-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,11,2024-11,4,290.0
txn_cust_000091_16,cust_000091,sub_cust_000091_1,2024-12-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,12,2024-12,4,290.0
txn_cust_000091_17,cust_000091,sub_cust_000091_1,2025-01-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,1,2025-01,1,290.0
txn_cust_000091_18,cust_000091,sub_cust_000091_1,2025-03-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,3,2025-03,1,290.0
txn_cust_000091_19,cust_000091,sub_cust_000091_1,2025-04-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000091_20,cust_000091,sub_cust_000091_1,2025-05-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,5,2025-05,2,290.0
txn_cust_000091_21,cust_000091,sub_cust_000091_1,2025-06-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000091_22,cust_000091,sub_cust_000091_1,2025-07-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,7,2025-07,3,290.0
txn_cust_000092_1,cust_000092,sub_cust_000092_1,2025-08-10,new,82.5,pro_annual,New Professional Annual subscription,2025,8,2025-08,3,990.0
txn_cust_000093_1,cust_000093,sub_cust_000093_1,2024-11-13,new,82.5,pro_annual,New Professional Annual subscription,2024,11,2024-11,4,990.0
txn_cust_000093_2,cust_000093,sub_cust_000093_1,2024-12-13,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,12,2024-12,4,990.0
txn_cust_000093_3,cust_000093,sub_cust_000093_1,2025-01-13,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,1,2025-01,1,990.0
txn_cust_000093_4,cust_000093,sub_cust_000093_1,2025-02-13,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,2,2025-02,1,990.0
txn_cust_000093_5,cust_000093,sub_cust_000093_1,2025-03-12,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,3,2025-03,1,990.0
txn_cust_000093_6,cust_000093,sub_cust_000093_1,2025-04-12,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,4,2025-04,2,990.0
txn_cust_000093_7,cust_000093,sub_cust_000093_1,2025-05-12,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,5,2025-05,2,990.0
txn_cust_000093_8,cust_000093,sub_cust_000093_1,2025-06-12,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,6,2025-06,2,990.0
txn_cust_000093_9,cust_000093,sub_cust_000093_1,2025-07-12,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,7,2025-07,3,990.0
txn_cust_000093_10,cust_000093,sub_cust_000093_1,2025-08-12,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,8,2025-08,3,990.0
txn_cust_000094_1,cust_000094,sub_cust_000094_1,2024-09-26,new,24.166666666666668,basic_annual,New Basic Annual subscription,2024,9,2024-09,3,290.0
txn_cust_000094_2,cust_000094,sub_cust_000094_1,2024-10-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,10,2024-10,4,290.0
txn_cust_000094_3,cust_000094,sub_cust_000094_1,2024-11-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,11,2024-11,4,290.0
txn_cust_000094_4,cust_000094,sub_cust_000094_1,2024-12-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2024,12,2024-12,4,290.0
txn_cust_000094_5,cust_000094,sub_cust_000094_1,2025-01-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,1,2025-01,1,290.0
txn_cust_000094_6,cust_000094,sub_cust_000094_1,2025-02-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,2,2025-02,1,290.0
txn_cust_000094_7,cust_000094,sub_cust_000094_1,2025-04-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,4,2025-04,2,290.0
txn_cust_000094_8,cust_000094,sub_cust_000094_1,2025-05-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,5,2025-05,2,290.0
txn_cust_000094_9,cust_000094,sub_cust_000094_1,2025-06-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,6,2025-06,2,290.0
txn_cust_000094_10,cust_000094,sub_cust_000094_1,2025-07-26,recurring,24.166666666666668,basic_annual,Recurring payment for Basic Annual,2025,7,2025-07,3,290.0
txn_cust_000095_1,cust_000095,sub_cust_000095_1,2025-03-18,new,29.0,basic,New Basic Plan subscription,2025,3,2025-03,1,348.0
txn_cust_000096_1,cust_000096,sub_cust_000096_1,2023-12-04,new,299.0,enterprise,New Enterprise Plan subscription,2023,12,2023-12,4,3588.0
txn_cust_000096_2,cust_000096,sub_cust_000096_1,2024-01-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,1,2024-01,1,3588.0
txn_cust_000096_3,cust_000096,sub_cust_000096_1,2024-02-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,2,2024-02,1,3588.0
txn_cust_000096_4,cust_000096,sub_cust_000096_1,2024-03-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,3,2024-03,1,3588.0
txn_cust_000096_5,cust_000096,sub_cust_000096_1,2024-04-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,4,2024-04,2,3588.0
txn_cust_000096_6,cust_000096,sub_cust_000096_1,2024-05-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,5,2024-05,2,3588.0
txn_cust_000096_7,cust_000096,sub_cust_000096_1,2024-06-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,6,2024-06,2,3588.0
txn_cust_000096_8,cust_000096,sub_cust_000096_1,2024-07-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,7,2024-07,3,3588.0
txn_cust_000096_9,cust_000096,sub_cust_000096_1,2024-08-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,8,2024-08,3,3588.0
txn_cust_000096_10,cust_000096,sub_cust_000096_1,2024-09-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,9,2024-09,3,3588.0
txn_cust_000096_11,cust_000096,sub_cust_000096_1,2024-10-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,10,2024-10,4,3588.0
txn_cust_000096_12,cust_000096,sub_cust_000096_1,2024-11-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,11,2024-11,4,3588.0
txn_cust_000096_13,cust_000096,sub_cust_000096_1,2024-12-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2024,12,2024-12,4,3588.0
txn_cust_000096_14,cust_000096,sub_cust_000096_1,2025-01-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,1,2025-01,1,3588.0
txn_cust_000096_15,cust_000096,sub_cust_000096_1,2025-02-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,2,2025-02,1,3588.0
txn_cust_000096_16,cust_000096,sub_cust_000096_1,2025-03-04,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,3,2025-03,1,3588.0
txn_cust_000096_17,cust_000096,sub_cust_000096_1,2025-04-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,4,2025-04,2,3588.0
txn_cust_000096_18,cust_000096,sub_cust_000096_1,2025-05-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,5,2025-05,2,3588.0
txn_cust_000096_19,cust_000096,sub_cust_000096_1,2025-06-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,6,2025-06,2,3588.0
txn_cust_000096_20,cust_000096,sub_cust_000096_1,2025-07-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,7,2025-07,3,3588.0
txn_cust_000096_21,cust_000096,sub_cust_000096_1,2025-08-03,recurring,299.0,enterprise,Recurring payment for Enterprise Plan,2025,8,2025-08,3,3588.0
txn_cust_000097_1,cust_000097,sub_cust_000097_1,2022-05-16,new,99.0,pro,New Professional Plan subscription,2022,5,2022-05,2,1188.0
txn_cust_000097_2,cust_000097,sub_cust_000097_1,2022-06-16,recurring,99.0,pro,Recurring payment for Professional Plan,2022,6,2022-06,2,1188.0
txn_cust_000097_3,cust_000097,sub_cust_000097_1,2022-07-16,recurring,99.0,pro,Recurring payment for Professional Plan,2022,7,2022-07,3,1188.0
txn_cust_000097_4,cust_000097,sub_cust_000097_1,2022-08-16,contraction,29.0,basic,Contraction payment for Basic Plan,2022,8,2022-08,3,348.0
txn_cust_000097_5,cust_000097,sub_cust_000097_1,2022-09-16,recurring,29.0,basic,Recurring payment for Basic Plan,2022,9,2022-09,3,348.0
txn_cust_000097_6,cust_000097,sub_cust_000097_1,2022-10-16,recurring,29.0,basic,Recurring payment for Basic Plan,2022,10,2022-10,4,348.0
txn_cust_000097_7,cust_000097,sub_cust_000097_1,2022-11-16,recurring,29.0,basic,Recurring payment for Basic Plan,2022,11,2022-11,4,348.0
txn_cust_000097_8,cust_000097,sub_cust_000097_1,2022-12-16,recurring,29.0,basic,Recurring payment for Basic Plan,2022,12,2022-12,4,348.0
txn_cust_000097_9,cust_000097,sub_cust_000097_1,2023-01-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,1,2023-01,1,348.0
txn_cust_000097_10,cust_000097,sub_cust_000097_1,2023-03-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,3,2023-03,1,348.0
txn_cust_000097_11,cust_000097,sub_cust_000097_1,2023-05-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,5,2023-05,2,348.0
txn_cust_000097_12,cust_000097,sub_cust_000097_1,2023-06-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,6,2023-06,2,348.0
txn_cust_000097_13,cust_000097,sub_cust_000097_1,2023-07-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,7,2023-07,3,348.0
txn_cust_000097_14,cust_000097,sub_cust_000097_1,2023-08-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,8,2023-08,3,348.0
txn_cust_000097_15,cust_000097,sub_cust_000097_1,2023-09-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,9,2023-09,3,348.0
txn_cust_000097_16,cust_000097,sub_cust_000097_1,2023-10-16,recurring,29.0,basic,Recurring payment for Basic Plan,2023,10,2023-10,4,348.0
txn_cust_000097_17,cust_000097,sub_cust_000097_1,2023-11-16,expansion,99.0,pro,Expansion payment for Professional Plan,2023,11,2023-11,4,1188.0
txn_cust_000097_18,cust_000097,sub_cust_000097_1,2023-12-16,recurring,99.0,pro,Recurring payment for Professional Plan,2023,12,2023-12,4,1188.0
txn_cust_000097_19,cust_000097,sub_cust_000097_1,2024-01-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,1,2024-01,1,1188.0
txn_cust_000097_20,cust_000097,sub_cust_000097_1,2024-02-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,2,2024-02,1,1188.0
txn_cust_000097_21,cust_000097,sub_cust_000097_1,2024-03-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,3,2024-03,1,1188.0
txn_cust_000097_22,cust_000097,sub_cust_000097_1,2024-04-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,4,2024-04,2,1188.0
txn_cust_000097_23,cust_000097,sub_cust_000097_1,2024-05-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,5,2024-05,2,1188.0
txn_cust_000097_24,cust_000097,sub_cust_000097_1,2024-06-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,6,2024-06,2,1188.0
txn_cust_000097_25,cust_000097,sub_cust_000097_1,2024-07-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,7,2024-07,3,1188.0
txn_cust_000097_26,cust_000097,sub_cust_000097_1,2024-08-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,8,2024-08,3,1188.0
txn_cust_000097_27,cust_000097,sub_cust_000097_1,2024-09-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,9,2024-09,3,1188.0
txn_cust_000097_28,cust_000097,sub_cust_000097_1,2024-10-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,10,2024-10,4,1188.0
txn_cust_000097_29,cust_000097,sub_cust_000097_1,2024-11-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,11,2024-11,4,1188.0
txn_cust_000097_30,cust_000097,sub_cust_000097_1,2024-12-16,recurring,99.0,pro,Recurring payment for Professional Plan,2024,12,2024-12,4,1188.0
txn_cust_000097_31,cust_000097,sub_cust_000097_1,2025-01-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,1,2025-01,1,1188.0
txn_cust_000097_32,cust_000097,sub_cust_000097_1,2025-02-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,2,2025-02,1,1188.0
txn_cust_000097_33,cust_000097,sub_cust_000097_1,2025-03-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,3,2025-03,1,1188.0
txn_cust_000097_34,cust_000097,sub_cust_000097_1,2025-04-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,4,2025-04,2,1188.0
txn_cust_000097_35,cust_000097,sub_cust_000097_1,2025-05-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,5,2025-05,2,1188.0
txn_cust_000097_36,cust_000097,sub_cust_000097_1,2025-06-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,6,2025-06,2,1188.0
txn_cust_000097_37,cust_000097,sub_cust_000097_1,2025-07-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,7,2025-07,3,1188.0
txn_cust_000097_38,cust_000097,sub_cust_000097_1,2025-08-16,recurring,99.0,pro,Recurring payment for Professional Plan,2025,8,2025-08,3,1188.0
txn_cust_000098_1,cust_000098,sub_cust_000098_1,2022-09-17,new,82.5,pro_annual,New Professional Annual subscription,2022,9,2022-09,3,990.0
txn_cust_000098_2,cust_000098,sub_cust_000098_1,2022-11-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2022,11,2022-11,4,990.0
txn_cust_000098_3,cust_000098,sub_cust_000098_1,2022-12-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2022,12,2022-12,4,990.0
txn_cust_000098_4,cust_000098,sub_cust_000098_1,2023-01-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,1,2023-01,1,990.0
txn_cust_000098_5,cust_000098,sub_cust_000098_1,2023-02-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,2,2023-02,1,990.0
txn_cust_000098_6,cust_000098,sub_cust_000098_1,2023-03-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,3,2023-03,1,990.0
txn_cust_000098_7,cust_000098,sub_cust_000098_1,2023-04-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,4,2023-04,2,990.0
txn_cust_000098_8,cust_000098,sub_cust_000098_1,2023-05-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,5,2023-05,2,990.0
txn_cust_000098_9,cust_000098,sub_cust_000098_1,2023-06-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,6,2023-06,2,990.0
txn_cust_000098_10,cust_000098,sub_cust_000098_1,2023-07-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,7,2023-07,3,990.0
txn_cust_000098_11,cust_000098,sub_cust_000098_1,2023-08-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,8,2023-08,3,990.0
txn_cust_000098_12,cust_000098,sub_cust_000098_1,2023-09-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,9,2023-09,3,990.0
txn_cust_000098_13,cust_000098,sub_cust_000098_1,2023-10-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,10,2023-10,4,990.0
txn_cust_000098_14,cust_000098,sub_cust_000098_1,2023-11-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,11,2023-11,4,990.0
txn_cust_000098_15,cust_000098,sub_cust_000098_1,2023-12-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,12,2023-12,4,990.0
txn_cust_000098_16,cust_000098,sub_cust_000098_1,2024-01-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,1,2024-01,1,990.0
txn_cust_000098_17,cust_000098,sub_cust_000098_1,2024-02-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,2,2024-02,1,990.0
txn_cust_000098_18,cust_000098,sub_cust_000098_1,2024-04-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,4,2024-04,2,990.0
txn_cust_000098_19,cust_000098,sub_cust_000098_1,2024-05-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,5,2024-05,2,990.0
txn_cust_000098_20,cust_000098,sub_cust_000098_1,2024-06-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,6,2024-06,2,990.0
txn_cust_000098_21,cust_000098,sub_cust_000098_1,2024-07-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,7,2024-07,3,990.0
txn_cust_000098_22,cust_000098,sub_cust_000098_1,2024-08-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,8,2024-08,3,990.0
txn_cust_000098_23,cust_000098,sub_cust_000098_1,2024-09-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,9,2024-09,3,990.0
txn_cust_000098_24,cust_000098,sub_cust_000098_1,2024-10-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,10,2024-10,4,990.0
txn_cust_000098_25,cust_000098,sub_cust_000098_1,2024-11-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,11,2024-11,4,990.0
txn_cust_000098_26,cust_000098,sub_cust_000098_1,2024-12-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2024,12,2024-12,4,990.0
txn_cust_000098_27,cust_000098,sub_cust_000098_1,2025-01-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,1,2025-01,1,990.0
txn_cust_000098_28,cust_000098,sub_cust_000098_1,2025-02-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,2,2025-02,1,990.0
txn_cust_000098_29,cust_000098,sub_cust_000098_1,2025-03-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,3,2025-03,1,990.0
txn_cust_000098_30,cust_000098,sub_cust_000098_1,2025-04-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,4,2025-04,2,990.0
txn_cust_000098_31,cust_000098,sub_cust_000098_1,2025-05-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,5,2025-05,2,990.0
txn_cust_000098_32,cust_000098,sub_cust_000098_1,2025-06-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,6,2025-06,2,990.0
txn_cust_000098_33,cust_000098,sub_cust_000098_1,2025-07-17,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2025,7,2025-07,3,990.0
txn_cust_000099_1,cust_000099,sub_cust_000099_1,2024-11-15,new,99.0,pro,New Professional Plan subscription,2024,11,2024-11,4,1188.0
txn_cust_000099_2,cust_000099,sub_cust_000099_1,2024-12-15,recurring,99.0,pro,Recurring payment for Professional Plan,2024,12,2024-12,4,1188.0
txn_cust_000099_3,cust_000099,sub_cust_000099_1,2025-01-15,recurring,99.0,pro,Recurring payment for Professional Plan,2025,1,2025-01,1,1188.0
txn_cust_000099_4,cust_000099,sub_cust_000099_1,2025-02-15,recurring,99.0,pro,Recurring payment for Professional Plan,2025,2,2025-02,1,1188.0
txn_cust_000099_5,cust_000099,sub_cust_000099_1,2025-03-14,contraction,29.0,basic,Contraction payment for Basic Plan,2025,3,2025-03,1,348.0
txn_cust_000099_6,cust_000099,sub_cust_000099_1,2025-04-14,recurring,29.0,basic,Recurring payment for Basic Plan,2025,4,2025-04,2,348.0
txn_cust_000099_7,cust_000099,sub_cust_000099_1,2025-05-14,recurring,29.0,basic,Recurring payment for Basic Plan,2025,5,2025-05,2,348.0
txn_cust_000099_8,cust_000099,sub_cust_000099_1,2025-06-14,recurring,29.0,basic,Recurring payment for Basic Plan,2025,6,2025-06,2,348.0
txn_cust_000099_9,cust_000099,sub_cust_000099_1,2025-07-14,recurring,29.0,basic,Recurring payment for Basic Plan,2025,7,2025-07,3,348.0
txn_cust_000100_1,cust_000100,sub_cust_000100_1,2022-04-02,new,29.0,basic,New Basic Plan subscription,2022,4,2022-04,2,348.0
txn_cust_000100_2,cust_000100,sub_cust_000100_1,2022-05-02,recurring,29.0,basic,Recurring payment for Basic Plan,2022,5,2022-05,2,348.0
txn_cust_000100_3,cust_000100,sub_cust_000100_1,2022-06-02,expansion,99.0,pro,Expansion payment for Professional Plan,2022,6,2022-06,2,1188.0
txn_cust_000100_4,cust_000100,sub_cust_000100_1,2022-07-02,recurring,99.0,pro,Recurring payment for Professional Plan,2022,7,2022-07,3,1188.0
txn_cust_000100_5,cust_000100,sub_cust_000100_1,2022-08-02,recurring,99.0,pro,Recurring payment for Professional Plan,2022,8,2022-08,3,1188.0
txn_cust_000100_6,cust_000100,sub_cust_000100_1,2022-09-02,recurring,99.0,pro,Recurring payment for Professional Plan,2022,9,2022-09,3,1188.0
txn_cust_000100_7,cust_000100,sub_cust_000100_1,2022-10-02,recurring,99.0,pro,Recurring payment for Professional Plan,2022,10,2022-10,4,1188.0
txn_cust_000100_8,cust_000100,sub_cust_000100_1,2022-11-02,recurring,99.0,pro,Recurring payment for Professional Plan,2022,11,2022-11,4,1188.0
txn_cust_000100_9,cust_000100,sub_cust_000100_1,2022-12-02,recurring,99.0,pro,Recurring payment for Professional Plan,2022,12,2022-12,4,1188.0
txn_cust_000100_10,cust_000100,sub_cust_000100_1,2023-01-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,1,2023-01,1,1188.0
txn_cust_000100_11,cust_000100,sub_cust_000100_1,2023-02-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,2,2023-02,1,1188.0
txn_cust_000100_12,cust_000100,sub_cust_000100_1,2023-03-02,contraction,29.0,basic,Contraction payment for Basic Plan,2023,3,2023-03,1,348.0
txn_cust_000100_13,cust_000100,sub_cust_000100_1,2023-04-02,expansion,99.0,pro,Expansion payment for Professional Plan,2023,4,2023-04,2,1188.0
txn_cust_000100_14,cust_000100,sub_cust_000100_1,2023-05-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,5,2023-05,2,1188.0
txn_cust_000100_15,cust_000100,sub_cust_000100_1,2023-06-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,6,2023-06,2,1188.0
txn_cust_000100_16,cust_000100,sub_cust_000100_1,2023-07-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,7,2023-07,3,1188.0
txn_cust_000100_17,cust_000100,sub_cust_000100_1,2023-08-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,8,2023-08,3,1188.0
txn_cust_000100_18,cust_000100,sub_cust_000100_1,2023-09-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,9,2023-09,3,1188.0
txn_cust_000100_19,cust_000100,sub_cust_000100_1,2023-11-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,11,2023-11,4,1188.0
txn_cust_000100_20,cust_000100,sub_cust_000100_1,2023-12-02,recurring,99.0,pro,Recurring payment for Professional Plan,2023,12,2023-12,4,1188.0
txn_cust_000100_21,cust_000100,sub_cust_000100_1,2024-01-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,1,2024-01,1,1188.0
txn_cust_000100_22,cust_000100,sub_cust_000100_1,2024-02-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,2,2024-02,1,1188.0
txn_cust_000100_23,cust_000100,sub_cust_000100_1,2024-03-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,3,2024-03,1,1188.0
txn_cust_000100_24,cust_000100,sub_cust_000100_1,2024-04-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,4,2024-04,2,1188.0
txn_cust_000100_25,cust_000100,sub_cust_000100_1,2024-05-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,5,2024-05,2,1188.0
txn_cust_000100_26,cust_000100,sub_cust_000100_1,2024-06-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,6,2024-06,2,1188.0
txn_cust_000100_27,cust_000100,sub_cust_000100_1,2024-07-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,7,2024-07,3,1188.0
txn_cust_000100_28,cust_000100,sub_cust_000100_1,2024-08-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,8,2024-08,3,1188.0
txn_cust_000100_29,cust_000100,sub_cust_000100_1,2024-09-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,9,2024-09,3,1188.0
txn_cust_000100_30,cust_000100,sub_cust_000100_1,2024-10-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,10,2024-10,4,1188.0
txn_cust_000100_31,cust_000100,sub_cust_000100_1,2024-11-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,11,2024-11,4,1188.0
txn_cust_000100_32,cust_000100,sub_cust_000100_1,2024-12-02,recurring,99.0,pro,Recurring payment for Professional Plan,2024,12,2024-12,4,1188.0
txn_cust_000100_33,cust_000100,sub_cust_000100_1,2025-01-02,recurring,99.0,pro,Recurring payment for Professional Plan,2025,1,2025-01,1,1188.0
txn_cust_000100_34,cust_000100,sub_cust_000100_1,2025-03-02,recurring,99.0,pro,Recurring payment for Professional Plan,2025,3,2025-03,1,1188.0
txn_cust_000100_35,cust_000100,sub_cust_000100_1,2025-04-02,recurring,99.0,pro,Recurring payment for Professional Plan,2025,4,2025-04,2,1188.0
txn_cust_000100_36,cust_000100,sub_cust_000100_1,2025-05-02,recurring,99.0,pro,Recurring payment for Professional Plan,2025,5,2025-05,2,1188.0
txn_cust_000100_37,cust_000100,sub_cust_000100_1,2025-06-02,contraction,29.0,basic,Contraction payment for Basic Plan,2025,6,2025-06,2,348.0
txn_cust_000100_38,cust_000100,sub_cust_000100_1,2025-07-02,recurring,29.0,basic,Recurring payment for Basic Plan,2025,7,2025-07,3,348.0
txn_cust_000100_39,cust_000100,sub_cust_000100_1,2025-08-02,recurring,29.0,basic,Recurring payment for Basic Plan,2025,8,2025-08,3,348.0
txn_cust_000101_1,cust_000101,sub_cust_000101_1,2023-09-15,new,82.5,pro_annual,New Professional Annual subscription,2023,9,2023-09,3,990.0
txn_cust_000101_2,cust_000101,sub_cust_000101_1,2023-10-15,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,10,2023-10,4,990.0
txn_cust_000101_3,cust_000101,sub_cust_000101_1,2023-11-15,recurring,82.5,pro_annual,Recurring payment for Professional Annual,2023,11,2023-11,4,990.0
