subscription_id,customer_id,plan_id,plan_name,mrr_amount,arr_amount,start_date,end_date,status,billing_frequency
"sub_cust_000268_1","cust_000268","enterprise","Enterprise Plan","299","3588","2024-12-10","","active","monthly"
"sub_cust_000269_1","cust_000269","pro","Professional Plan","99","1188","2022-06-15","2024-05-07","churned","monthly"
"sub_cust_000270_1","cust_000270","pro","Professional Plan","99","1188","2023-10-13","","active","monthly"
"sub_cust_000271_1","cust_000271","basic","Basic Plan","29","348","2022-08-19","","active","monthly"
"sub_cust_000272_1","cust_000272","pro","Professional Plan","99","1188","2024-12-30","","active","monthly"
"sub_cust_000273_1","cust_000273","basic_annual","Basic Annual","24.166666666666668","290","2024-05-18","","active","annual"
"sub_cust_000274_1","cust_000274","basic_annual","Basic Annual","24.166666666666668","290","2025-08-10","","active","annual"
"sub_cust_000275_1","cust_000275","basic_annual","Basic Annual","24.166666666666668","290","2022-06-10","","active","annual"
"sub_cust_000276_1","cust_000276","basic","Basic Plan","29","348","2025-04-08","","active","monthly"
"sub_cust_000277_1","cust_000277","pro","Professional Plan","99","1188","2022-05-08","","active","monthly"
"sub_cust_000278_1","cust_000278","pro_annual","Professional Annual","82.5","990","2022-07-28","2025-01-03","churned","annual"
"sub_cust_000279_1","cust_000279","pro","Professional Plan","99","1188","2022-02-09","","active","monthly"
"sub_cust_000280_1","cust_000280","pro","Professional Plan","99","1188","2025-07-22","","active","monthly"
"sub_cust_000281_1","cust_000281","basic","Basic Plan","29","348","2023-07-02","","active","monthly"
"sub_cust_000282_1","cust_000282","enterprise","Enterprise Plan","299","3588","2023-09-10","","active","monthly"
"sub_cust_000283_1","cust_000283","basic_annual","Basic Annual","24.166666666666668","290","2024-12-16","","active","annual"
"sub_cust_000284_1","cust_000284","pro_annual","Professional Annual","82.5","990","2022-05-24","","active","annual"
"sub_cust_000285_1","cust_000285","basic","Basic Plan","29","348","2023-12-12","","active","monthly"
"sub_cust_000286_1","cust_000286","pro_annual","Professional Annual","82.5","990","2023-01-12","2025-05-21","churned","annual"
"sub_cust_000287_1","cust_000287","pro_annual","Professional Annual","82.5","990","2022-07-16","","active","annual"
"sub_cust_000288_1","cust_000288","basic","Basic Plan","29","348","2022-11-15","","active","monthly"
"sub_cust_000289_1","cust_000289","basic","Basic Plan","29","348","2022-01-22","","active","monthly"
"sub_cust_000290_1","cust_000290","pro_annual","Professional Annual","82.5","990","2023-04-15","","active","annual"
"sub_cust_000291_1","cust_000291","basic_annual","Basic Annual","24.166666666666668","290","2023-06-28","","active","annual"
"sub_cust_000292_1","cust_000292","pro","Professional Plan","99","1188","2023-02-08","","active","monthly"
"sub_cust_000293_1","cust_000293","pro","Professional Plan","99","1188","2024-01-24","","active","monthly"
"sub_cust_000294_1","cust_000294","basic","Basic Plan","29","348","2022-10-14","","active","monthly"
"sub_cust_000295_1","cust_000295","basic_annual","Basic Annual","24.166666666666668","290","2022-08-01","","active","annual"
"sub_cust_000296_1","cust_000296","pro","Professional Plan","99","1188","2022-03-31","","active","monthly"
"sub_cust_000297_1","cust_000297","basic","Basic Plan","29","348","2022-01-07","","active","monthly"
"sub_cust_000298_1","cust_000298","basic","Basic Plan","29","348","2022-01-07","","active","monthly"
"sub_cust_000299_1","cust_000299","enterprise","Enterprise Plan","299","3588","2022-08-06","","active","monthly"
"sub_cust_000300_1","cust_000300","enterprise","Enterprise Plan","299","3588","2022-02-04","","active","monthly"
"sub_cust_000301_1","cust_000301","basic","Basic Plan","29","348","2022-10-27","","active","monthly"
"sub_cust_000302_1","cust_000302","basic","Basic Plan","29","348","2023-04-30","2024-03-01","churned","monthly"
"sub_cust_000303_1","cust_000303","basic_annual","Basic Annual","24.166666666666668","290","2022-11-05","","active","annual"
"sub_cust_000304_1","cust_000304","basic","Basic Plan","29","348","2022-10-12","","active","monthly"
"sub_cust_000305_1","cust_000305","pro_annual","Professional Annual","82.5","990","2024-04-16","","active","annual"
"sub_cust_000306_1","cust_000306","pro","Professional Plan","99","1188","2022-12-09","","active","monthly"
"sub_cust_000307_1","cust_000307","pro","Professional Plan","99","1188","2023-09-27","","active","monthly"
"sub_cust_000308_1","cust_000308","basic_annual","Basic Annual","24.166666666666668","290","2025-03-14","","active","annual"
"sub_cust_000309_1","cust_000309","pro","Professional Plan","99","1188","2022-12-28","","active","monthly"
"sub_cust_000310_1","cust_000310","enterprise","Enterprise Plan","299","3588","2022-12-30","","active","monthly"
"sub_cust_000311_1","cust_000311","pro","Professional Plan","99","1188","2024-11-13","","active","monthly"
"sub_cust_000312_1","cust_000312","basic_annual","Basic Annual","24.166666666666668","290","2025-06-17","","active","annual"
"sub_cust_000313_1","cust_000313","pro_annual","Professional Annual","82.5","990","2022-06-09","","active","annual"
"sub_cust_000314_1","cust_000314","enterprise","Enterprise Plan","299","3588","2024-12-08","","active","monthly"
"sub_cust_000315_1","cust_000315","pro","Professional Plan","99","1188","2023-10-10","","active","monthly"
"sub_cust_000316_1","cust_000316","enterprise","Enterprise Plan","299","3588","2024-10-16","","active","monthly"
"sub_cust_000317_1","cust_000317","basic","Basic Plan","29","348","2024-01-03","","active","monthly"
"sub_cust_000318_1","cust_000318","basic","Basic Plan","29","348","2024-10-26","","active","monthly"
"sub_cust_000319_1","cust_000319","pro_annual","Professional Annual","82.5","990","2023-10-11","2024-09-18","churned","annual"
"sub_cust_000320_1","cust_000320","basic_annual","Basic Annual","24.166666666666668","290","2022-05-28","","active","annual"
"sub_cust_000321_1","cust_000321","basic","Basic Plan","29","348","2025-07-27","2025-08-04","churned","monthly"
"sub_cust_000322_1","cust_000322","pro_annual","Professional Annual","82.5","990","2023-01-02","","active","annual"
"sub_cust_000323_1","cust_000323","basic","Basic Plan","29","348","2023-04-20","","active","monthly"
"sub_cust_000324_1","cust_000324","basic_annual","Basic Annual","24.166666666666668","290","2025-06-30","","active","annual"
"sub_cust_000325_1","cust_000325","enterprise","Enterprise Plan","299","3588","2025-08-10","","active","monthly"
"sub_cust_000326_1","cust_000326","pro_annual","Professional Annual","82.5","990","2023-02-25","2024-01-29","churned","annual"
"sub_cust_000327_1","cust_000327","basic_annual","Basic Annual","24.166666666666668","290","2023-11-19","","active","annual"
"sub_cust_000328_1","cust_000328","pro","Professional Plan","99","1188","2022-12-03","","active","monthly"
"sub_cust_000329_1","cust_000329","pro_annual","Professional Annual","82.5","990","2023-01-18","","active","annual"
"sub_cust_000330_1","cust_000330","basic","Basic Plan","29","348","2023-04-12","","active","monthly"
"sub_cust_000331_1","cust_000331","enterprise","Enterprise Plan","299","3588","2023-08-10","","active","monthly"
"sub_cust_000332_1","cust_000332","pro","Professional Plan","99","1188","2023-02-21","","active","monthly"
"sub_cust_000333_1","cust_000333","basic","Basic Plan","29","348","2024-02-22","2024-07-20","churned","monthly"
"sub_cust_000334_1","cust_000334","pro_annual","Professional Annual","82.5","990","2023-09-01","","active","annual"
"sub_cust_000335_1","cust_000335","basic_annual","Basic Annual","24.166666666666668","290","2024-11-13","","active","annual"
"sub_cust_000336_1","cust_000336","basic_annual","Basic Annual","24.166666666666668","290","2023-01-29","","active","annual"
"sub_cust_000337_1","cust_000337","basic","Basic Plan","29","348","2022-10-13","","active","monthly"
"sub_cust_000338_1","cust_000338","enterprise","Enterprise Plan","299","3588","2024-08-31","","active","monthly"
"sub_cust_000339_1","cust_000339","pro","Professional Plan","99","1188","2023-04-18","","active","monthly"
"sub_cust_000340_1","cust_000340","pro","Professional Plan","99","1188","2023-01-18","","active","monthly"
"sub_cust_000341_1","cust_000341","enterprise","Enterprise Plan","299","3588","2024-03-26","","active","monthly"
"sub_cust_000342_1","cust_000342","pro_annual","Professional Annual","82.5","990","2022-03-17","","active","annual"
"sub_cust_000343_1","cust_000343","basic","Basic Plan","29","348","2025-01-06","2025-06-11","churned","monthly"
"sub_cust_000344_1","cust_000344","basic","Basic Plan","29","348","2022-04-07","","active","monthly"
"sub_cust_000345_1","cust_000345","basic","Basic Plan","29","348","2023-07-13","2024-11-01","churned","monthly"
"sub_cust_000346_1","cust_000346","basic_annual","Basic Annual","24.166666666666668","290","2023-10-17","","active","annual"
"sub_cust_000347_1","cust_000347","enterprise","Enterprise Plan","299","3588","2022-07-29","","active","monthly"
"sub_cust_000348_1","cust_000348","enterprise","Enterprise Plan","299","3588","2022-07-01","","active","monthly"
"sub_cust_000349_1","cust_000349","pro","Professional Plan","99","1188","2024-05-08","2025-05-27","churned","monthly"
"sub_cust_000350_1","cust_000350","basic","Basic Plan","29","348","2022-03-06","","active","monthly"
"sub_cust_000351_1","cust_000351","enterprise","Enterprise Plan","299","3588","2025-03-19","","active","monthly"
"sub_cust_000352_1","cust_000352","basic","Basic Plan","29","348","2024-08-26","","active","monthly"
"sub_cust_000353_1","cust_000353","basic_annual","Basic Annual","24.166666666666668","290","2024-04-07","","active","annual"
"sub_cust_000354_1","cust_000354","pro","Professional Plan","99","1188","2025-06-17","","active","monthly"
"sub_cust_000355_1","cust_000355","basic","Basic Plan","29","348","2023-03-23","","active","monthly"
"sub_cust_000356_1","cust_000356","pro_annual","Professional Annual","82.5","990","2022-12-06","","active","annual"
"sub_cust_000357_1","cust_000357","pro","Professional Plan","99","1188","2024-11-30","","active","monthly"
"sub_cust_000358_1","cust_000358","pro","Professional Plan","99","1188","2023-09-29","","active","monthly"
"sub_cust_000359_1","cust_000359","basic","Basic Plan","29","348","2023-08-03","","active","monthly"
"sub_cust_000360_1","cust_000360","basic","Basic Plan","29","348","2025-03-11","","active","monthly"
"sub_cust_000361_1","cust_000361","basic","Basic Plan","29","348","2022-11-20","2022-12-20","churned","monthly"
"sub_cust_000362_1","cust_000362","enterprise","Enterprise Plan","299","3588","2024-11-23","","active","monthly"
"sub_cust_000363_1","cust_000363","basic_annual","Basic Annual","24.166666666666668","290","2025-07-15","","active","annual"
"sub_cust_000364_1","cust_000364","basic","Basic Plan","29","348","2023-10-01","","active","monthly"
"sub_cust_000365_1","cust_000365","enterprise","Enterprise Plan","299","3588","2023-04-10","","active","monthly"
"sub_cust_000366_1","cust_000366","basic","Basic Plan","29","348","2023-01-20","","active","monthly"
"sub_cust_000367_1","cust_000367","basic","Basic Plan","29","348","2022-10-08","","active","monthly"
"sub_cust_000368_1","cust_000368","pro","Professional Plan","99","1188","2023-09-14","2023-09-28","churned","monthly"
"sub_cust_000369_1","cust_000369","enterprise","Enterprise Plan","299","3588","2022-03-17","","active","monthly"
"sub_cust_000370_1","cust_000370","enterprise","Enterprise Plan","299","3588","2022-03-05","","active","monthly"
"sub_cust_000371_1","cust_000371","basic","Basic Plan","29","348","2022-04-22","","active","monthly"
"sub_cust_000372_1","cust_000372","basic","Basic Plan","29","348","2024-11-10","","active","monthly"
"sub_cust_000373_1","cust_000373","basic_annual","Basic Annual","24.166666666666668","290","2024-03-02","","active","annual"
"sub_cust_000374_1","cust_000374","pro","Professional Plan","99","1188","2023-01-30","","active","monthly"
"sub_cust_000375_1","cust_000375","basic_annual","Basic Annual","24.166666666666668","290","2024-04-12","","active","annual"
"sub_cust_000376_1","cust_000376","enterprise","Enterprise Plan","299","3588","2022-02-28","","active","monthly"
"sub_cust_000377_1","cust_000377","enterprise","Enterprise Plan","299","3588","2022-09-11","","active","monthly"
"sub_cust_000378_1","cust_000378","pro_annual","Professional Annual","82.5","990","2022-06-20","","active","annual"
"sub_cust_000379_1","cust_000379","pro_annual","Professional Annual","82.5","990","2022-03-31","2022-12-12","churned","annual"
"sub_cust_000380_1","cust_000380","pro","Professional Plan","99","1188","2025-03-26","","active","monthly"
"sub_cust_000381_1","cust_000381","pro_annual","Professional Annual","82.5","990","2024-01-03","2025-06-22","churned","annual"
"sub_cust_000382_1","cust_000382","basic","Basic Plan","29","348","2024-03-20","","active","monthly"
"sub_cust_000383_1","cust_000383","pro","Professional Plan","99","1188","2025-05-19","","active","monthly"
"sub_cust_000384_1","cust_000384","pro_annual","Professional Annual","82.5","990","2023-03-02","","active","annual"
"sub_cust_000385_1","cust_000385","pro_annual","Professional Annual","82.5","990","2023-04-30","","active","annual"
"sub_cust_000386_1","cust_000386","pro","Professional Plan","99","1188","2022-10-02","","active","monthly"
"sub_cust_000387_1","cust_000387","enterprise","Enterprise Plan","299","3588","2024-05-25","","active","monthly"
"sub_cust_000388_1","cust_000388","basic_annual","Basic Annual","24.166666666666668","290","2022-05-26","","active","annual"
"sub_cust_000389_1","cust_000389","pro_annual","Professional Annual","82.5","990","2023-04-18","","active","annual"
"sub_cust_000390_1","cust_000390","basic_annual","Basic Annual","24.166666666666668","290","2023-05-23","","active","annual"
"sub_cust_000391_1","cust_000391","basic_annual","Basic Annual","24.166666666666668","290","2025-02-06","","active","annual"
"sub_cust_000392_1","cust_000392","basic_annual","Basic Annual","24.166666666666668","290","2023-12-09","","active","annual"
"sub_cust_000393_1","cust_000393","basic_annual","Basic Annual","24.166666666666668","290","2024-04-21","","active","annual"
"sub_cust_000394_1","cust_000394","pro","Professional Plan","99","1188","2022-10-14","","active","monthly"
"sub_cust_000395_1","cust_000395","basic_annual","Basic Annual","24.166666666666668","290","2023-12-23","","active","annual"
"sub_cust_000396_1","cust_000396","pro","Professional Plan","99","1188","2024-08-14","2024-12-13","churned","monthly"
"sub_cust_000397_1","cust_000397","pro_annual","Professional Annual","82.5","990","2023-04-30","","active","annual"
"sub_cust_000398_1","cust_000398","basic_annual","Basic Annual","24.166666666666668","290","2022-06-20","","active","annual"
"sub_cust_000399_1","cust_000399","basic","Basic Plan","29","348","2024-10-20","","active","monthly"
"sub_cust_000400_1","cust_000400","basic_annual","Basic Annual","24.166666666666668","290","2022-08-05","2024-01-13","churned","annual"
"sub_cust_000401_1","cust_000401","pro_annual","Professional Annual","82.5","990","2024-09-11","","active","annual"
"sub_cust_000402_1","cust_000402","enterprise","Enterprise Plan","299","3588","2024-07-04","","active","monthly"
"sub_cust_000403_1","cust_000403","pro","Professional Plan","99","1188","2025-02-23","2025-03-17","churned","monthly"
"sub_cust_000404_1","cust_000404","basic","Basic Plan","29","348","2025-07-12","","active","monthly"
"sub_cust_000405_1","cust_000405","basic","Basic Plan","29","348","2023-04-19","","active","monthly"
"sub_cust_000406_1","cust_000406","pro_annual","Professional Annual","82.5","990","2023-09-21","","active","annual"
"sub_cust_000407_1","cust_000407","pro_annual","Professional Annual","82.5","990","2022-08-15","","active","annual"
"sub_cust_000408_1","cust_000408","basic","Basic Plan","29","348","2023-11-24","2024-04-29","churned","monthly"
"sub_cust_000409_1","cust_000409","basic","Basic Plan","29","348","2022-10-14","","active","monthly"
"sub_cust_000410_1","cust_000410","basic","Basic Plan","29","348","2022-01-11","","active","monthly"
"sub_cust_000411_1","cust_000411","pro_annual","Professional Annual","82.5","990","2024-06-02","","active","annual"
"sub_cust_000412_1","cust_000412","pro_annual","Professional Annual","82.5","990","2023-05-19","","active","annual"
"sub_cust_000413_1","cust_000413","pro_annual","Professional Annual","82.5","990","2022-01-31","","active","annual"
"sub_cust_000414_1","cust_000414","basic","Basic Plan","29","348","2024-02-25","","active","monthly"
"sub_cust_000415_1","cust_000415","basic","Basic Plan","29","348","2025-03-12","","active","monthly"
"sub_cust_000416_1","cust_000416","basic_annual","Basic Annual","24.166666666666668","290","2022-08-14","2025-05-01","churned","annual"
"sub_cust_000417_1","cust_000417","enterprise","Enterprise Plan","299","3588","2025-03-20","","active","monthly"
"sub_cust_000418_1","cust_000418","pro","Professional Plan","99","1188","2024-07-24","","active","monthly"
"sub_cust_000419_1","cust_000419","enterprise","Enterprise Plan","299","3588","2022-01-14","","active","monthly"
"sub_cust_000420_1","cust_000420","enterprise","Enterprise Plan","299","3588","2022-10-13","2023-12-26","churned","monthly"
"sub_cust_000421_1","cust_000421","pro_annual","Professional Annual","82.5","990","2022-07-14","","active","annual"
"sub_cust_000422_1","cust_000422","pro_annual","Professional Annual","82.5","990","2024-05-27","","active","annual"
"sub_cust_000423_1","cust_000423","pro","Professional Plan","99","1188","2023-03-01","2023-12-24","churned","monthly"
"sub_cust_000424_1","cust_000424","basic_annual","Basic Annual","24.166666666666668","290","2025-01-21","","active","annual"
"sub_cust_000425_1","cust_000425","basic_annual","Basic Annual","24.166666666666668","290","2024-12-22","","active","annual"
"sub_cust_000426_1","cust_000426","basic_annual","Basic Annual","24.166666666666668","290","2022-06-19","","active","annual"
"sub_cust_000427_1","cust_000427","pro_annual","Professional Annual","82.5","990","2023-11-06","2024-06-01","churned","annual"
"sub_cust_000428_1","cust_000428","basic","Basic Plan","29","348","2024-07-21","","active","monthly"
"sub_cust_000429_1","cust_000429","basic_annual","Basic Annual","24.166666666666668","290","2025-03-19","","active","annual"
"sub_cust_000430_1","cust_000430","pro_annual","Professional Annual","82.5","990","2024-08-13","","active","annual"
"sub_cust_000431_1","cust_000431","pro","Professional Plan","99","1188","2023-10-20","","active","monthly"
"sub_cust_000432_1","cust_000432","pro_annual","Professional Annual","82.5","990","2024-08-02","","active","annual"
"sub_cust_000433_1","cust_000433","basic_annual","Basic Annual","24.166666666666668","290","2022-09-27","","active","annual"
"sub_cust_000434_1","cust_000434","enterprise","Enterprise Plan","299","3588","2022-07-07","","active","monthly"
"sub_cust_000435_1","cust_000435","pro_annual","Professional Annual","82.5","990","2023-07-23","","active","annual"
"sub_cust_000436_1","cust_000436","basic","Basic Plan","29","348","2023-06-29","2024-06-26","churned","monthly"
"sub_cust_000437_1","cust_000437","basic","Basic Plan","29","348","2023-10-13","2024-07-14","churned","monthly"
"sub_cust_000438_1","cust_000438","basic","Basic Plan","29","348","2023-02-17","","active","monthly"
"sub_cust_000439_1","cust_000439","pro","Professional Plan","99","1188","2023-04-02","","active","monthly"
"sub_cust_000440_1","cust_000440","basic","Basic Plan","29","348","2022-10-17","","active","monthly"
"sub_cust_000441_1","cust_000441","basic_annual","Basic Annual","24.166666666666668","290","2022-01-29","","active","annual"
"sub_cust_000442_1","cust_000442","basic_annual","Basic Annual","24.166666666666668","290","2024-11-15","","active","annual"
"sub_cust_000443_1","cust_000443","basic_annual","Basic Annual","24.166666666666668","290","2025-04-27","","active","annual"
"sub_cust_000444_1","cust_000444","pro_annual","Professional Annual","82.5","990","2023-10-15","","active","annual"
"sub_cust_000445_1","cust_000445","basic_annual","Basic Annual","24.166666666666668","290","2023-08-04","","active","annual"
"sub_cust_000446_1","cust_000446","enterprise","Enterprise Plan","299","3588","2023-01-29","2025-01-22","churned","monthly"
"sub_cust_000447_1","cust_000447","pro","Professional Plan","99","1188","2022-09-01","","active","monthly"
"sub_cust_000448_1","cust_000448","pro_annual","Professional Annual","82.5","990","2024-03-28","2025-05-14","churned","annual"
"sub_cust_000449_1","cust_000449","pro","Professional Plan","99","1188","2024-01-10","","active","monthly"
"sub_cust_000450_1","cust_000450","pro_annual","Professional Annual","82.5","990","2025-01-24","","active","annual"
"sub_cust_000451_1","cust_000451","enterprise","Enterprise Plan","299","3588","2025-07-12","","active","monthly"
"sub_cust_000452_1","cust_000452","pro","Professional Plan","99","1188","2023-12-20","2024-04-19","churned","monthly"
"sub_cust_000453_1","cust_000453","enterprise","Enterprise Plan","299","3588","2024-05-27","","active","monthly"
"sub_cust_000454_1","cust_000454","pro","Professional Plan","99","1188","2022-12-21","","active","monthly"
"sub_cust_000455_1","cust_000455","pro_annual","Professional Annual","82.5","990","2023-05-27","2024-08-13","churned","annual"
"sub_cust_000456_1","cust_000456","basic","Basic Plan","29","348","2025-06-10","","active","monthly"
"sub_cust_000457_1","cust_000457","pro_annual","Professional Annual","82.5","990","2022-07-30","2025-04-08","churned","annual"
"sub_cust_000458_1","cust_000458","pro_annual","Professional Annual","82.5","990","2022-10-17","","active","annual"
"sub_cust_000459_1","cust_000459","basic_annual","Basic Annual","24.166666666666668","290","2023-05-13","","active","annual"
"sub_cust_000460_1","cust_000460","pro","Professional Plan","99","1188","2024-11-20","","active","monthly"
"sub_cust_000461_1","cust_000461","pro","Professional Plan","99","1188","2022-07-25","","active","monthly"
"sub_cust_000462_1","cust_000462","enterprise","Enterprise Plan","299","3588","2023-11-23","","active","monthly"
"sub_cust_000463_1","cust_000463","enterprise","Enterprise Plan","299","3588","2025-03-21","","active","monthly"
"sub_cust_000464_1","cust_000464","basic","Basic Plan","29","348","2022-06-19","","active","monthly"
"sub_cust_000465_1","cust_000465","basic","Basic Plan","29","348","2024-02-05","","active","monthly"
"sub_cust_000466_1","cust_000466","enterprise","Enterprise Plan","299","3588","2022-04-03","","active","monthly"
"sub_cust_000467_1","cust_000467","basic_annual","Basic Annual","24.166666666666668","290","2023-06-28","2024-04-23","churned","annual"
"sub_cust_000468_1","cust_000468","pro","Professional Plan","99","1188","2023-02-08","2025-02-06","churned","monthly"
"sub_cust_000469_1","cust_000469","pro","Professional Plan","99","1188","2022-09-28","","active","monthly"
"sub_cust_000470_1","cust_000470","pro","Professional Plan","99","1188","2025-02-08","","active","monthly"
"sub_cust_000471_1","cust_000471","basic_annual","Basic Annual","24.166666666666668","290","2023-07-08","","active","annual"
"sub_cust_000472_1","cust_000472","enterprise","Enterprise Plan","299","3588","2025-06-09","2025-07-12","churned","monthly"
"sub_cust_000473_1","cust_000473","basic","Basic Plan","29","348","2023-07-08","","active","monthly"
"sub_cust_000474_1","cust_000474","basic_annual","Basic Annual","24.166666666666668","290","2024-11-11","","active","annual"
"sub_cust_000475_1","cust_000475","basic_annual","Basic Annual","24.166666666666668","290","2022-07-23","","active","annual"
"sub_cust_000476_1","cust_000476","pro","Professional Plan","99","1188","2022-02-21","","active","monthly"
"sub_cust_000477_1","cust_000477","basic","Basic Plan","29","348","2022-09-19","","active","monthly"
"sub_cust_000478_1","cust_000478","enterprise","Enterprise Plan","299","3588","2023-11-14","2024-12-09","churned","monthly"
"sub_cust_000479_1","cust_000479","basic","Basic Plan","29","348","2023-09-30","","active","monthly"
"sub_cust_000480_1","cust_000480","pro","Professional Plan","99","1188","2023-10-08","","active","monthly"
"sub_cust_000481_1","cust_000481","basic","Basic Plan","29","348","2025-01-30","","active","monthly"
"sub_cust_000482_1","cust_000482","pro_annual","Professional Annual","82.5","990","2025-01-20","","active","annual"
"sub_cust_000483_1","cust_000483","basic_annual","Basic Annual","24.166666666666668","290","2024-10-05","","active","annual"
"sub_cust_000484_1","cust_000484","enterprise","Enterprise Plan","299","3588","2023-08-05","","active","monthly"
"sub_cust_000485_1","cust_000485","pro","Professional Plan","99","1188","2024-07-09","","active","monthly"
"sub_cust_000486_1","cust_000486","enterprise","Enterprise Plan","299","3588","2023-12-04","","active","monthly"
"sub_cust_000487_1","cust_000487","basic_annual","Basic Annual","24.166666666666668","290","2024-11-10","","active","annual"
"sub_cust_000488_1","cust_000488","basic_annual","Basic Annual","24.166666666666668","290","2025-08-07","","active","annual"
"sub_cust_000489_1","cust_000489","enterprise","Enterprise Plan","299","3588","2022-11-12","","active","monthly"
"sub_cust_000490_1","cust_000490","enterprise","Enterprise Plan","299","3588","2024-10-15","","active","monthly"
"sub_cust_000491_1","cust_000491","enterprise","Enterprise Plan","299","3588","2023-05-18","","active","monthly"
"sub_cust_000492_1","cust_000492","basic","Basic Plan","29","348","2024-07-03","","active","monthly"
"sub_cust_000493_1","cust_000493","basic_annual","Basic Annual","24.166666666666668","290","2022-02-08","","active","annual"
"sub_cust_000494_1","cust_000494","enterprise","Enterprise Plan","299","3588","2022-12-31","","active","monthly"
"sub_cust_000495_1","cust_000495","basic","Basic Plan","29","348","2022-07-25","","active","monthly"
"sub_cust_000496_1","cust_000496","pro_annual","Professional Annual","82.5","990","2023-08-20","","active","annual"
"sub_cust_000497_1","cust_000497","enterprise","Enterprise Plan","299","3588","2023-08-27","","active","monthly"
"sub_cust_000498_1","cust_000498","pro_annual","Professional Annual","82.5","990","2023-01-08","","active","annual"
"sub_cust_000499_1","cust_000499","basic","Basic Plan","29","348","2024-07-19","","active","monthly"
"sub_cust_000500_1","cust_000500","pro_annual","Professional Annual","82.5","990","2022-06-07","","active","annual"
"sub_cust_000501_1","cust_000501","pro_annual","Professional Annual","82.5","990","2023-04-11","","active","annual"
"sub_cust_000502_1","cust_000502","basic_annual","Basic Annual","24.166666666666668","290","2022-08-12","","active","annual"
"sub_cust_000503_1","cust_000503","enterprise","Enterprise Plan","299","3588","2024-05-01","","active","monthly"
"sub_cust_000504_1","cust_000504","pro","Professional Plan","99","1188","2022-11-16","2024-09-14","churned","monthly"
"sub_cust_000505_1","cust_000505","basic","Basic Plan","29","348","2022-12-07","","active","monthly"
"sub_cust_000506_1","cust_000506","basic_annual","Basic Annual","24.166666666666668","290","2024-04-28","","active","annual"
"sub_cust_000507_1","cust_000507","pro","Professional Plan","99","1188","2022-05-19","","active","monthly"
"sub_cust_000508_1","cust_000508","basic_annual","Basic Annual","24.166666666666668","290","2023-11-21","","active","annual"
"sub_cust_000509_1","cust_000509","pro_annual","Professional Annual","82.5","990","2024-11-17","","active","annual"
"sub_cust_000510_1","cust_000510","basic","Basic Plan","29","348","2025-03-10","","active","monthly"
"sub_cust_000511_1","cust_000511","enterprise","Enterprise Plan","299","3588","2023-07-23","","active","monthly"
"sub_cust_000512_1","cust_000512","basic","Basic Plan","29","348","2023-08-28","","active","monthly"
"sub_cust_000513_1","cust_000513","basic_annual","Basic Annual","24.166666666666668","290","2025-04-15","","active","annual"
"sub_cust_000514_1","cust_000514","pro","Professional Plan","99","1188","2022-06-17","","active","monthly"
"sub_cust_000515_1","cust_000515","enterprise","Enterprise Plan","299","3588","2025-04-26","","active","monthly"
"sub_cust_000516_1","cust_000516","enterprise","Enterprise Plan","299","3588","2023-10-04","","active","monthly"
"sub_cust_000517_1","cust_000517","pro_annual","Professional Annual","82.5","990","2024-12-18","","active","annual"
"sub_cust_000518_1","cust_000518","enterprise","Enterprise Plan","299","3588","2025-04-19","","active","monthly"
"sub_cust_000519_1","cust_000519","pro_annual","Professional Annual","82.5","990","2024-02-19","2024-06-15","churned","annual"
"sub_cust_000520_1","cust_000520","enterprise","Enterprise Plan","299","3588","2022-06-26","","active","monthly"
"sub_cust_000521_1","cust_000521","enterprise","Enterprise Plan","299","3588","2023-06-23","","active","monthly"
"sub_cust_000522_1","cust_000522","pro_annual","Professional Annual","82.5","990","2022-05-25","","active","annual"
"sub_cust_000523_1","cust_000523","enterprise","Enterprise Plan","299","3588","2024-12-03","2025-02-27","churned","monthly"
"sub_cust_000524_1","cust_000524","basic_annual","Basic Annual","24.166666666666668","290","2023-11-27","","active","annual"
"sub_cust_000525_1","cust_000525","basic_annual","Basic Annual","24.166666666666668","290","2023-09-21","","active","annual"
"sub_cust_000526_1","cust_000526","basic_annual","Basic Annual","24.166666666666668","290","2023-02-24","","active","annual"
"sub_cust_000527_1","cust_000527","pro_annual","Professional Annual","82.5","990","2025-05-24","","active","annual"
"sub_cust_000528_1","cust_000528","basic","Basic Plan","29","348","2025-05-03","","active","monthly"
"sub_cust_000529_1","cust_000529","basic_annual","Basic Annual","24.166666666666668","290","2025-01-20","","active","annual"
"sub_cust_000530_1","cust_000530","pro","Professional Plan","99","1188","2025-08-04","","active","monthly"
"sub_cust_000531_1","cust_000531","basic","Basic Plan","29","348","2024-11-17","2024-12-05","churned","monthly"
"sub_cust_000532_1","cust_000532","basic_annual","Basic Annual","24.166666666666668","290","2025-07-30","","active","annual"
"sub_cust_000533_1","cust_000533","pro","Professional Plan","99","1188","2022-07-05","","active","monthly"
"sub_cust_000534_1","cust_000534","basic_annual","Basic Annual","24.166666666666668","290","2023-06-19","","active","annual"
"sub_cust_000535_1","cust_000535","basic","Basic Plan","29","348","2023-01-19","","active","monthly"
"sub_cust_000536_1","cust_000536","basic_annual","Basic Annual","24.166666666666668","290","2024-11-10","","active","annual"
"sub_cust_000537_1","cust_000537","pro_annual","Professional Annual","82.5","990","2025-04-24","","active","annual"
